Gen: 0, Best Score: -631.7387852292337, Avg Score: -inf, Time: 0.004161398675706651
Gen: 45, Best Score: -89.18930757586057, Avg Score: -inf, Time: 0.1329302544063992
Gen: 46, Best Score: -89.23550525356612, Avg Score: -inf, Time: 0.1353868450058831
Gen: 47, Best Score: -88.92552972395241, Avg Score: -inf, Time: 0.1377100157737732
Gen: 48, Best Score: -89.19116025718405, Avg Score: -inf, Time: 0.13999415715535482
Gen: 49, Best Score: -88.98330806870949, Avg Score: -inf, Time: 0.14221797857019636
Gen: 50, Best Score: -88.41026118603833, Avg Score: -inf, Time: 0.14441861940754785
Gen: 51, Best Score: -88.71791042450876, Avg Score: -inf, Time: 0.14684094276693133
Gen: 52, Best Score: -81.05078172380485, Avg Score: -inf, Time: 0.14903673668702444
Gen: 53, Best Score: -81.23376011557244, Avg Score: -inf, Time: 0.15154965274863774
Gen: 54, Best Score: -80.67695613532254, Avg Score: -inf, Time: 0.15400609089268577
Gen: 55, Best Score: -81.09335899939435, Avg Score: -inf, Time: 0.15632123112678528
Gen: 56, Best Score: -81.17617540195717, Avg Score: -inf, Time: 0.15868870887491437
Gen: 57, Best Score: -81.154647266371, Avg Score: -inf, Time: 0.1610122228331036
Gen: 58, Best Score: -80.87781920210793, Avg Score: -inf, Time: 0.1632655468914244
Gen: 59, Best Score: -81.04154818622652, Avg Score: -inf, Time: 0.16557731522454155
Gen: 60, Best Score: -80.53841285375267, Avg Score: -inf, Time: 0.1676162568065855
Gen: 61, Best Score: -80.70354684581437, Avg Score: -inf, Time: 0.1694946359263526
Gen: 62, Best Score: -80.20339872388072, Avg Score: -inf, Time: 0.17160641219880846
Gen: 63, Best Score: -80.89566512446982, Avg Score: -inf, Time: 0.17367794705761805
Gen: 64, Best Score: -80.4654123273133, Avg Score: -inf, Time: 0.17574223968717786
Gen: 65, Best Score: -80.71951481095985, Avg Score: -inf, Time: 0.17796216660075717
Gen: 66, Best Score: -80.53765162828003, Avg Score: -inf, Time: 0.1803158668677012
Gen: 67, Best Score: -80.56114821894421, Avg Score: -inf, Time: 0.18245306081242033
Gen: 68, Best Score: -80.62609698604194, Avg Score: -inf, Time: 0.1847254784239663
Gen: 69, Best Score: -80.680336957482, Avg Score: -inf, Time: 0.18716164271036784
Gen: 70, Best Score: -80.39128697726865, Avg Score: -inf, Time: 0.18959204905562932
Gen: 71, Best Score: -80.61549618396818, Avg Score: -inf, Time: 0.1918160343170166
Gen: 72, Best Score: -80.81578379954874, Avg Score: -inf, Time: 0.19423332850138347
Gen: 73, Best Score: -80.52781241762827, Avg Score: -inf, Time: 0.1965747645828459
Gen: 74, Best Score: -80.42422278083431, Avg Score: -inf, Time: 0.1988976298438178
Gen: 75, Best Score: -80.76842388797604, Avg Score: -inf, Time: 0.20117610388331944
Gen: 76, Best Score: -80.33553304670778, Avg Score: -inf, Time: 0.2034678260485331
Gen: 77, Best Score: -80.0203546267436, Avg Score: -inf, Time: 0.2057345954577128
Gen: 78, Best Score: -78.93297356472067, Avg Score: -inf, Time: 0.2081249233086904
Gen: 79, Best Score: -78.24992920375566, Avg Score: -inf, Time: 0.21073108156522116
Gen: 80, Best Score: -77.91434881984311, Avg Score: -inf, Time: 0.21297617779837713
Gen: 81, Best Score: -79.00008361663569, Avg Score: -inf, Time: 0.21542743219269647
Gen: 82, Best Score: -79.55924821878874, Avg Score: -inf, Time: 0.21791167510880363
Gen: 83, Best Score: -78.56132061780897, Avg Score: -inf, Time: 0.22046610958046384
Gen: 84, Best Score: -77.91320105851274, Avg Score: -inf, Time: 0.22293203473091125
Gen: 85, Best Score: -78.86369579054704, Avg Score: -inf, Time: 0.22554640094439188
Gen: 86, Best Score: -78.06289153351567, Avg Score: -inf, Time: 0.22794969684547847
Gen: 87, Best Score: -77.29836644344569, Avg Score: -inf, Time: 0.23038314640522004
Gen: 88, Best Score: -78.41835211062428, Avg Score: -inf, Time: 0.23289922753969827
Gen: 89, Best Score: -77.60172480054034, Avg Score: -inf, Time: 0.23545046978526646
Gen: 90, Best Score: -78.47402990077154, Avg Score: -inf, Time: 0.23796915524535708
Gen: 91, Best Score: -77.09474394173989, Avg Score: -inf, Time: 0.24054144442081452
Gen: 92, Best Score: -78.35975040470929, Avg Score: -inf, Time: 0.243239477607939
Gen: 93, Best Score: -78.37031204904505, Avg Score: -inf, Time: 0.24592891116937002
Gen: 94, Best Score: -77.95953532788636, Avg Score: -inf, Time: 0.24879135754373338
Gen: 95, Best Score: -77.52820273774725, Avg Score: -inf, Time: 0.25155816396077474
Gen: 96, Best Score: -77.64665897918854, Avg Score: -inf, Time: 0.2544875334368812
Gen: 97, Best Score: -77.33471434573723, Avg Score: -inf, Time: 0.25749144229624005
Gen: 98, Best Score: -77.53983960749626, Avg Score: -inf, Time: 0.2604090423716439
Gen: 99, Best Score: -77.23348749666222, Avg Score: -inf, Time: 0.26330795069535573
Gen: 100, Best Score: -76.24954129687244, Avg Score: -inf, Time: 0.2662696121798621
Gen: 101, Best Score: -76.6140332150256, Avg Score: -inf, Time: 0.2695564563406838
Gen: 102, Best Score: -76.00686151490261, Avg Score: -inf, Time: 0.2727049532863829
Gen: 103, Best Score: -76.29044604693719, Avg Score: -inf, Time: 0.2760003478659524
Gen: 104, Best Score: -75.97843099442066, Avg Score: -inf, Time: 0.2792662471532822
Gen: 105, Best Score: -76.18621717461328, Avg Score: -inf, Time: 0.2825978600978851
Gen: 106, Best Score: -77.17295217337809, Avg Score: -inf, Time: 0.28601780626508927
Gen: 107, Best Score: -76.65422761996206, Avg Score: -inf, Time: 0.28948784788449605
Gen: 108, Best Score: -76.07306759751586, Avg Score: -inf, Time: 0.29329096575578056
Gen: 109, Best Score: -75.6246149788539, Avg Score: -inf, Time: 0.29707718584272597
Gen: 110, Best Score: -76.56649572243234, Avg Score: -inf, Time: 0.3007290844122569
Gen: 111, Best Score: -75.84405596195475, Avg Score: -inf, Time: 0.3046230467160543
Gen: 112, Best Score: -75.47110712188045, Avg Score: -inf, Time: 0.3082722038030624
Gen: 113, Best Score: -75.36158814008635, Avg Score: -inf, Time: 0.31219829857349396
Gen: 114, Best Score: -75.71639263885592, Avg Score: -inf, Time: 0.3161329748233159
Gen: 115, Best Score: -76.04075749373402, Avg Score: -inf, Time: 0.3201272799571355
Gen: 116, Best Score: -75.81132895479045, Avg Score: -inf, Time: 0.3242782652378082
Gen: 117, Best Score: -75.87791272213788, Avg Score: -inf, Time: 0.32863991836706796
Gen: 118, Best Score: -75.15475352085785, Avg Score: -inf, Time: 0.33299536135461594
Gen: 119, Best Score: -75.22602826752298, Avg Score: -inf, Time: 0.3371685700946384
Gen: 120, Best Score: -75.76814041294433, Avg Score: -inf, Time: 0.34148132688469357
Gen: 121, Best Score: -75.28336814979016, Avg Score: -inf, Time: 0.3457934374279446
Gen: 122, Best Score: -75.68619908841077, Avg Score: -inf, Time: 0.350540621942944
Gen: 123, Best Score: -75.59654175562811, Avg Score: -inf, Time: 0.3553205077515708
Gen: 124, Best Score: -75.61464838502667, Avg Score: -inf, Time: 0.3598113660679923
Gen: 125, Best Score: -75.45574744010993, Avg Score: -inf, Time: 0.36466278162267474
Gen: 126, Best Score: -75.6258767898439, Avg Score: -inf, Time: 0.3697116050455305
Gen: 127, Best Score: -75.27046533043976, Avg Score: -inf, Time: 0.3745141421424018
Gen: 128, Best Score: -75.23782135387309, Avg Score: -inf, Time: 0.3796010030640496
Gen: 129, Best Score: -74.93828319983191, Avg Score: -inf, Time: 0.3845921899875005
Gen: 130, Best Score: -74.55325994219167, Avg Score: -inf, Time: 0.38954813122749327
Gen: 131, Best Score: -75.61232899148297, Avg Score: -inf, Time: 0.39461785905890995
Gen: 132, Best Score: -75.51674812974434, Avg Score: -inf, Time: 0.3995776978466246
Gen: 133, Best Score: -75.71748314420904, Avg Score: -inf, Time: 0.4047074422571394
Gen: 134, Best Score: -75.58408198138329, Avg Score: -inf, Time: 0.4103131284316381
Gen: 135, Best Score: -75.03425196367684, Avg Score: -inf, Time: 0.4158595996432834
Gen: 136, Best Score: -75.09911218266724, Avg Score: -inf, Time: 0.42129573192861347
Gen: 137, Best Score: -74.99267148708738, Avg Score: -inf, Time: 0.4266923669311735
Gen: 138, Best Score: -75.171145351916, Avg Score: -inf, Time: 0.43188501867983076
Gen: 139, Best Score: -75.15486248559739, Avg Score: -inf, Time: 0.4372265189886093
Gen: 140, Best Score: -75.5034670078703, Avg Score: -inf, Time: 0.44252262506220075
Gen: 141, Best Score: -75.19698970220378, Avg Score: -inf, Time: 0.44790911508931053
Gen: 142, Best Score: -74.97050052069055, Avg Score: -inf, Time: 0.45346068733268313
Gen: 143, Best Score: -74.50276971011172, Avg Score: -inf, Time: 0.4589592327011956
Gen: 144, Best Score: -75.09963601625108, Avg Score: -inf, Time: 0.46438913649982877
Gen: 145, Best Score: -75.46265862831073, Avg Score: -inf, Time: 0.46987703919410706
Gen: 146, Best Score: -75.22567896972991, Avg Score: -inf, Time: 0.4755714530415005
Gen: 147, Best Score: -75.07755964124635, Avg Score: -inf, Time: 0.48134424957964156
Gen: 148, Best Score: -74.65337179689789, Avg Score: -inf, Time: 0.487733184893926
Gen: 149, Best Score: -75.61593659004664, Avg Score: -inf, Time: 0.4935580715868208
Gen: 150, Best Score: -75.4238838689279, Avg Score: -inf, Time: 0.4997535004880693
Gen: 151, Best Score: -75.0217633295997, Avg Score: -inf, Time: 0.5061390869485007
Gen: 152, Best Score: -74.93494536286339, Avg Score: -inf, Time: 0.5122080173757341
Gen: 153, Best Score: -74.73317721568439, Avg Score: -inf, Time: 0.5185363407267465
Gen: 154, Best Score: -75.09183692276159, Avg Score: -inf, Time: 0.5247431882884768
Gen: 155, Best Score: -75.45675237869315, Avg Score: -inf, Time: 0.5307082388798395
Gen: 156, Best Score: -74.60082250475777, Avg Score: -inf, Time: 0.5369907664590412
Gen: 157, Best Score: -75.0432358612874, Avg Score: -inf, Time: 0.5430522357755238
Gen: 158, Best Score: -75.2475034566741, Avg Score: -inf, Time: 0.549205464190907
Gen: 159, Best Score: -75.34956969658825, Avg Score: -inf, Time: 0.5554279300239351
Gen: 160, Best Score: -75.03270756131714, Avg Score: -inf, Time: 0.5614838742547565
Gen: 161, Best Score: -75.5091345705251, Avg Score: -inf, Time: 0.5677871357732349
Gen: 162, Best Score: -75.1769827053529, Avg Score: -inf, Time: 0.5740938477383719
Gen: 163, Best Score: -75.05124355690492, Avg Score: -inf, Time: 0.5803533242808447
Gen: 164, Best Score: -75.61401031694861, Avg Score: -inf, Time: 0.5867515507009294
Gen: 165, Best Score: -74.81158499655163, Avg Score: -inf, Time: 0.5930047804779477
Gen: 166, Best Score: -75.33612840463796, Avg Score: -inf, Time: 0.5991918251911799
Gen: 167, Best Score: -75.0944131373709, Avg Score: -inf, Time: 0.6052344787783093
Gen: 168, Best Score: -75.22948829472841, Avg Score: -inf, Time: 0.6115454292297363
Gen: 169, Best Score: -75.23008675807128, Avg Score: -inf, Time: 0.617805441154374
Gen: 170, Best Score: -75.19132370469163, Avg Score: -inf, Time: 0.6241304841968748
Gen: 171, Best Score: -75.0689387330756, Avg Score: -inf, Time: 0.6303932287957933
Gen: 172, Best Score: -75.09126408147483, Avg Score: -inf, Time: 0.6370381302966012
Gen: 173, Best Score: -75.35333285454597, Avg Score: -inf, Time: 0.643566911816597
Gen: 174, Best Score: -75.2379106651557, Avg Score: -inf, Time: 0.6499068314499326
Gen: 175, Best Score: -74.60750179236221, Avg Score: -inf, Time: 0.6564376330375672
Gen: 176, Best Score: -75.21518924785529, Avg Score: -inf, Time: 0.6629814129405551
Gen: 177, Best Score: -74.7757386837315, Avg Score: -inf, Time: 0.6694407532612483
Gen: 178, Best Score: -75.0465378439284, Avg Score: -inf, Time: 0.6760780607991749
Gen: 179, Best Score: -75.12071977158706, Avg Score: -inf, Time: 0.6828442596064673
Gen: 180, Best Score: -74.7922698277042, Avg Score: -inf, Time: 0.6892376636796528
Gen: 181, Best Score: -74.82611441744423, Avg Score: -inf, Time: 0.6962031630674997
Gen: 182, Best Score: -74.85980053151533, Avg Score: -inf, Time: 0.701920479271147
Gen: 183, Best Score: -75.0128019596041, Avg Score: -inf, Time: 0.7081592026021746
Gen: 184, Best Score: -75.14743113468015, Avg Score: -inf, Time: 0.7143445201714833
Gen: 185, Best Score: -75.04508975317404, Avg Score: -inf, Time: 0.7201674078570471
Gen: 186, Best Score: -74.98963051953277, Avg Score: -inf, Time: 0.7259563208288616
Gen: 187, Best Score: -75.33958459867561, Avg Score: -inf, Time: 0.7319709680477778
Gen: 188, Best Score: -75.08003728345041, Avg Score: -inf, Time: 0.7377727323770523
Gen: 189, Best Score: -74.54511633717482, Avg Score: -inf, Time: 0.7439223770962821
Gen: 190, Best Score: -74.88466831144443, Avg Score: -inf, Time: 0.7499221065971586
Gen: 191, Best Score: -75.0812279967125, Avg Score: -inf, Time: 0.7558936768107944
Gen: 192, Best Score: -75.08919114959919, Avg Score: -inf, Time: 0.7618313267495898
Gen: 193, Best Score: -75.0895436777323, Avg Score: -inf, Time: 0.7678970530960295
Gen: 194, Best Score: -75.1587940773979, Avg Score: -inf, Time: 0.7736651307344437
Gen: 195, Best Score: -75.10944908050074, Avg Score: -inf, Time: 0.7796118700504303
Gen: 196, Best Score: -74.71737407261395, Avg Score: -inf, Time: 0.7854380196995205
Gen: 197, Best Score: -74.97148550316324, Avg Score: -inf, Time: 0.7911280894941753
Gen: 198, Best Score: -74.26133201555105, Avg Score: -inf, Time: 0.7971276991234886
Gen: 199, Best Score: -75.26547592995334, Avg Score: -1.0386736286664278e+17, Time: 0.802708451019393
Gen: 200, Best Score: -74.71354643050243, Avg Score: -inf, Time: 0.8087150504191717
Gen: 201, Best Score: -74.97999089615766, Avg Score: -inf, Time: 0.8145436205466589
Gen: 202, Best Score: -75.29801009977926, Avg Score: -inf, Time: 0.8200788638326857
Gen: 203, Best Score: -75.10320972774333, Avg Score: -inf, Time: 0.8257762947347429
Gen: 204, Best Score: -75.41306716066538, Avg Score: -inf, Time: 0.8317747701538933
Gen: 205, Best Score: -74.76469260068788, Avg Score: -inf, Time: 0.8376082093848123
Gen: 206, Best Score: -74.91301644518778, Avg Score: -inf, Time: 0.8434571390019523
Gen: 207, Best Score: -75.15856961763436, Avg Score: -inf, Time: 0.8493641242053773
Gen: 208, Best Score: -74.81087169727954, Avg Score: -inf, Time: 0.8554954915576511
Gen: 209, Best Score: -74.82963053896405, Avg Score: -inf, Time: 0.8613533770375782
Gen: 210, Best Score: -74.7289300653076, Avg Score: -inf, Time: 0.8671485026015175
Gen: 211, Best Score: -75.12722084824838, Avg Score: -inf, Time: 0.8729141093624962
Gen: 212, Best Score: -75.04849519762577, Avg Score: -inf, Time: 0.8786422710286247
Gen: 213, Best Score: -75.09466174668876, Avg Score: -inf, Time: 0.8844307177596622
Gen: 214, Best Score: -74.85485530239026, Avg Score: -inf, Time: 0.8903540177477731
Gen: 215, Best Score: -74.76341410062912, Avg Score: -inf, Time: 0.8959308955404494
Gen: 216, Best Score: -75.00315216908203, Avg Score: -inf, Time: 0.9018647315104803
Gen: 217, Best Score: -74.80536339584219, Avg Score: -inf, Time: 0.9077509619130029
Gen: 218, Best Score: -74.68105707884828, Avg Score: -inf, Time: 0.9134852268298467
Gen: 219, Best Score: -74.43596154635576, Avg Score: -inf, Time: 0.9193049195739958
Gen: 220, Best Score: -74.80870583056014, Avg Score: -inf, Time: 0.9251758912536833
Gen: 221, Best Score: -75.09484196443897, Avg Score: -inf, Time: 0.9312189284298155
Gen: 222, Best Score: -75.05778537741213, Avg Score: -inf, Time: 0.9372531767686209
Gen: 223, Best Score: -74.42743839124232, Avg Score: -inf, Time: 0.9431947725349002
Gen: 224, Best Score: -74.63592073024917, Avg Score: -inf, Time: 0.9488284292485979
Gen: 225, Best Score: -74.71728393566308, Avg Score: -inf, Time: 0.9545821407106188
Gen: 226, Best Score: -74.81935605080952, Avg Score: -inf, Time: 0.9606625629795922
Gen: 227, Best Score: -75.16509342284641, Avg Score: -inf, Time: 0.9665021457937029
Gen: 228, Best Score: -75.14160950622517, Avg Score: -inf, Time: 0.9725750152932273
Gen: 229, Best Score: -74.91298918837735, Avg Score: -inf, Time: 0.978583189646403
Gen: 230, Best Score: -75.09946057985819, Avg Score: -inf, Time: 0.9846823743316863
Gen: 231, Best Score: -74.53632542623981, Avg Score: -inf, Time: 0.9907782848013772
Gen: 232, Best Score: -74.66537089443679, Avg Score: -inf, Time: 0.9966189206971062
Gen: 233, Best Score: -74.86260937854742, Avg Score: -inf, Time: 1.0023803055948681
Gen: 234, Best Score: -74.93681395210015, Avg Score: -inf, Time: 1.008460950255394
Gen: 235, Best Score: -75.03396950850328, Avg Score: -inf, Time: 1.0147923901345994
Gen: 236, Best Score: -74.90046588269799, Avg Score: -inf, Time: 1.0209725022315979
Gen: 237, Best Score: -74.68058675717532, Avg Score: -inf, Time: 1.027077511217859
Gen: 238, Best Score: -74.67869901381283, Avg Score: -inf, Time: 1.033288358449936
Gen: 239, Best Score: -74.95975238649542, Avg Score: -inf, Time: 1.0393743734227285
Gen: 240, Best Score: -74.90103593899872, Avg Score: -inf, Time: 1.0456479497088327
Gen: 241, Best Score: -73.92730459612662, Avg Score: -inf, Time: 1.0515409543779162
Gen: 242, Best Score: -74.9498724764198, Avg Score: -inf, Time: 1.0574448632531697
Gen: 243, Best Score: -74.78034211181792, Avg Score: -inf, Time: 1.0635024189286761
Gen: 244, Best Score: -74.8517432093193, Avg Score: -inf, Time: 1.0695619546704822
Gen: 245, Best Score: -75.01311606760567, Avg Score: -inf, Time: 1.0752712639835145
Gen: 246, Best Score: -74.80109772048196, Avg Score: -inf, Time: 1.080796968407101
Gen: 247, Best Score: -75.06272333599296, Avg Score: -inf, Time: 1.0866490322351456
Gen: 248, Best Score: -74.33063979676066, Avg Score: -inf, Time: 1.0925068763229582
Gen: 249, Best Score: -74.36595525626281, Avg Score: -inf, Time: 1.0984278292788399
Gen: 250, Best Score: -74.45609920332844, Avg Score: -inf, Time: 1.1044909870624542
Gen: 251, Best Score: -74.73435975747792, Avg Score: -inf, Time: 1.1102501338058048
Gen: 252, Best Score: -74.99504611940118, Avg Score: -inf, Time: 1.1163133383459516
Gen: 253, Best Score: -74.66065494849092, Avg Score: -inf, Time: 1.1219735967450672
Gen: 254, Best Score: -74.71607302558054, Avg Score: -inf, Time: 1.1278417739603255
Gen: 255, Best Score: -75.08914930054638, Avg Score: -inf, Time: 1.1339204965697394
Gen: 256, Best Score: -74.4214933662199, Avg Score: -inf, Time: 1.1397123261292776
Gen: 257, Best Score: -75.05154765492757, Avg Score: -inf, Time: 1.145691973898146
Gen: 258, Best Score: -74.88990721566283, Avg Score: -inf, Time: 1.1516098013189104
Gen: 259, Best Score: -74.75642644216072, Avg Score: -inf, Time: 1.1573287054565218
Gen: 260, Best Score: -74.90418297771183, Avg Score: -inf, Time: 1.1634098491403793
Gen: 261, Best Score: -74.84739089288739, Avg Score: -inf, Time: 1.1694062181976106
Gen: 262, Best Score: -74.36627879207687, Avg Score: -inf, Time: 1.1756173674927817
Gen: 263, Best Score: -74.85276765275664, Avg Score: -inf, Time: 1.1816973631249534
Gen: 264, Best Score: -74.8002168588716, Avg Score: -3.1157125505378893e+136, Time: 1.1879256580935584
Gen: 265, Best Score: -74.8075844213958, Avg Score: -inf, Time: 1.194524635805024
Gen: 266, Best Score: -74.6110623271065, Avg Score: -inf, Time: 1.2007395774788328
Gen: 267, Best Score: -74.81759536632043, Avg Score: -7.587466147250663e+126, Time: 1.207373529010349
Gen: 268, Best Score: -74.83016204257541, Avg Score: -inf, Time: 1.2136168115006554
Gen: 269, Best Score: -74.82822880624741, Avg Score: -inf, Time: 1.2196588210264843
Gen: 270, Best Score: -74.33666412446068, Avg Score: -inf, Time: 1.2257298325830035
Gen: 271, Best Score: -74.60252892972191, Avg Score: -inf, Time: 1.231997052696016
Gen: 272, Best Score: -75.20159801227044, Avg Score: -inf, Time: 1.2382227234707939
Gen: 273, Best Score: -74.62223191619529, Avg Score: -inf, Time: 1.2446137220991982
Gen: 274, Best Score: -74.57182737138301, Avg Score: -inf, Time: 1.2510165322489208
Gen: 275, Best Score: -74.79673492949124, Avg Score: -inf, Time: 1.2570479184389114
Gen: 276, Best Score: -74.8387584803275, Avg Score: -inf, Time: 1.263581970863872
Gen: 277, Best Score: -74.78767038856522, Avg Score: -inf, Time: 1.2697453441222508
Gen: 278, Best Score: -74.76441248622896, Avg Score: -inf, Time: 1.2762780519988801
Gen: 279, Best Score: -74.56581375782682, Avg Score: -inf, Time: 1.282858771946695
Gen: 280, Best Score: -74.97737490971411, Avg Score: -inf, Time: 1.2893486571311952
Gen: 281, Best Score: -74.68364930862454, Avg Score: -inf, Time: 1.2955538087420992
Gen: 282, Best Score: -75.05581125362485, Avg Score: -inf, Time: 1.301901112265057
Gen: 283, Best Score: -74.70866298806015, Avg Score: -inf, Time: 1.3080883193016053
Gen: 284, Best Score: -74.9946015353988, Avg Score: -inf, Time: 1.3143209081888199
Gen: 285, Best Score: -74.76995521509836, Avg Score: -inf, Time: 1.3204108050134447
Gen: 286, Best Score: -74.82325511043494, Avg Score: -inf, Time: 1.3263147170676126
Gen: 287, Best Score: -74.67286941088724, Avg Score: -inf, Time: 1.332334612939093
Gen: 288, Best Score: -75.00538004848003, Avg Score: -inf, Time: 1.3383910253975126
Gen: 289, Best Score: -74.73670990280941, Avg Score: -inf, Time: 1.3444602618614832
Gen: 290, Best Score: -74.99801735874307, Avg Score: -inf, Time: 1.3508372503519057
Gen: 291, Best Score: -74.54504305501504, Avg Score: -inf, Time: 1.3572870169083278
Gen: 292, Best Score: -74.20804746786264, Avg Score: -inf, Time: 1.3631859738296932
Gen: 293, Best Score: -75.00017012794383, Avg Score: -inf, Time: 1.369568844437599
Gen: 294, Best Score: -74.70625343456422, Avg Score: -inf, Time: 1.3755099601215786
Gen: 295, Best Score: -74.65969178802693, Avg Score: -inf, Time: 1.3812785461213855
Gen: 296, Best Score: -74.42984456707143, Avg Score: -3.762005808038714e+142, Time: 1.3871430353985892
Gen: 297, Best Score: -74.91131390418674, Avg Score: -inf, Time: 1.3929623857471678
Gen: 298, Best Score: -74.24205517561485, Avg Score: -inf, Time: 1.3985720368888643
Gen: 299, Best Score: -74.8138997285831, Avg Score: -inf, Time: 1.404347567955653
Gen: 300, Best Score: -75.00462123828979, Avg Score: -inf, Time: 1.4099200977219475
Gen: 301, Best Score: -74.7741259466635, Avg Score: -inf, Time: 1.4156220180458492
Gen: 302, Best Score: -74.94042695924603, Avg Score: -inf, Time: 1.4213019694222344
Gen: 303, Best Score: -74.46836913569213, Avg Score: -inf, Time: 1.427011878490448
Gen: 304, Best Score: -75.10852682990168, Avg Score: -inf, Time: 1.432397141787741
Gen: 305, Best Score: -74.77340580109748, Avg Score: -inf, Time: 1.4382546486457188
Gen: 306, Best Score: -75.15050069425644, Avg Score: -inf, Time: 1.44408969534768
Gen: 307, Best Score: -74.92513718904117, Avg Score: -6.559993594000018e+80, Time: 1.4498213924301995
Gen: 308, Best Score: -74.94001098336865, Avg Score: -inf, Time: 1.4553999410072962
Gen: 309, Best Score: -74.856508345461, Avg Score: -inf, Time: 1.461215537985166
Gen: 310, Best Score: -74.77490603077133, Avg Score: -inf, Time: 1.4670795785718493
Gen: 311, Best Score: -74.35628142690172, Avg Score: -inf, Time: 1.4726723641157151
Gen: 312, Best Score: -74.77986241110804, Avg Score: -inf, Time: 1.4788324281904432
Gen: 313, Best Score: -74.82328944673249, Avg Score: -inf, Time: 1.4847002049949434
Gen: 314, Best Score: -74.68976596310546, Avg Score: -inf, Time: 1.4908401854832967
Gen: 315, Best Score: -74.73979322697774, Avg Score: -inf, Time: 1.4968920013639662
